latitude,longitude
48.8503,2.3511
48.8069,2.3412
48.879167148960214,2.39501953125
48.83579746243093,2.35107421875
48.80686346108517,2.4609375
48.80686346108517,2.35107421875
48.850258199721495,2.548828125
48.574789910928864,7.66845703125
48.63290858589535,7.646484374999999
48.61838518688487,7.646484374999999
48.63290858589535,7.536621093749999
45.73685954736049,4.81201171875
45.72152152227954,4.74609375
45.75219336063106,4.833984374999999
45.73685954736049,4.98779296875
45.72152152227954,4.8779296875
45.706179285330855,4.74609375
45.213003555993964,0.72509765625
45.24395342262324,0.76904296875
45.22848059584359,0.94482421875
45.22848059584359,0.8349609375
45.166547157856016,0.85693359375
42.309815415686664,9.16259765625
42.293564192170095,9.052734375
42.27730877423709,9.16259765625
42.261049162113856,9.0966796875
45.19752230305682,0.94482421875
45.166547157856016,1.0107421875
45.19752230305682,0.76904296875
48.83579746243093,2.3546791076660156
48.80686346108517,2.3514819145202637
48.80691998908668,2.3506665229797363
48.80670800875246,2.3510313034057617
2.3506665229797363,2.3506665229797363
48.807018912936016,2.351224422454834
48.80675040489099,2.351245880126953
48.81019850414747,2.353155612945556
48.81011371766505,2.352769374847412
48.810000668798786,2.353026866912842
48.80677866896342,2.3511600494384766
48.80679280099367,2.3514819145202637
48.808559273411795,2.3468255996704097
48.80920931959821,2.346975803375244
48.809025611747614,2.346932888031006
48.80887016611757,2.3469972610473633
48.80879950885371,2.347233295440674
48.80857340494023,2.3471474647521973
48.808728851490265,2.3474693298339844
48.80885603467275,2.3468041419982906
48.813194201165274,2.363433837890625
48.81635927146624,2.335968017578125
48.87555444355432,2.3160552978515625
48.888197770982316,2.349014282226562
48.93332642278536,2.3600006103515625
48.93377750346395,2.4904632568359375
47.931066347509784,-0.076904296875
47.98256841921405,0.032958984375
47.96050238891509,0.054931640625
47.48008846346322,-0.736083984375
47.487513008956554,-0.823974609375
47.48008846346322,-0.670166015625
46.59661864884465,0.076904296875
47.092565552235705,2.13134765625
48.34894812401375,-3.922119140625
48.28319289548349,-3.80126953125
50.757309850294085,2.35107421875
50.74340774029213,2.186279296875
43.59630591596548,2.021484375
43.691707903073805,2.21923828125
43.628123412124616,2.21923828125
43.78695837311561,7.31689453125
43.70759350405294,7.05322265625
43.723474896114794,7.207031249999999
43.75522505306928,6.85546875
44.26093725039923,5.053710937499999
44.26093725039923,4.921875
47.724544549099676,5.053710937499999
47.69497434186282,4.94384765625
47.69497434186282,5.11962890625
47.69497434186282,5.03173828125
41.72213058512578,9.07470703125
49.023461463214126,4.306640625
48.980216985374994,4.41650390625
49.453842594330716,0.791015625
49.439556958940855,0.615234375
49.453842594330716,0.7470703125
44.08758502824516,-0.48339843749999994
43.83452678223682,-0.59326171875
43.99281450048989,-0.28564453125
43.929549935614595,-0.41748046875
43.91372326852401,-0.28564453125
43.77109381775651,-0.32958984375
45.81348649679973,2.9443359375
46.965259400349275,4.592285156249999
45.9511496866914,-0.439453125
